,,Ship Mode,First Class,,,Same Day,,,Second Class,,,Standard Class,,
2343,US-2014-170211,8-Mar-20,,2.344,,,,,,,,2.808,,
2344,US-2014-170212,9-Mar-20,,2.344,,,,,,,,2.808,,
2345,US-2014-170213,10-Mar-20,,2.344,,,,,,,,2.808,,
2346,US-2014-170214,11-Mar-20,,2.344,,,,,,,,2.808,,
2347,US-2014-170215,12-Mar-20,,2.344,,,,,,,,2.808,,
2348,US-2014-170216,13-Mar-20,,2.344,,,,,,,,2.808,,
2349,US-2014-170217,14-Mar-20,,2.344,,,,,,,,2.808,,
2350,US-2014-170218,15-Mar-20,,2.344,,,,,,,,2.808,,
2351,US-2014-170219,16-Mar-20,,2.344,,,,,,,,2.808,,
2352,US-2014-170220,17-Mar-20,,2.344,,,,,,,,2.808,,
2353,US-2014-170221,18-Mar-20,,2.344,,,,,,,,2.808,,
2354,US-2014-170222,19-Mar-20,,2.344,,,,,,,,2.808,,
2355,US-2014-170223,20-Mar-20,,2.344,,,,,,,,2.808,,
2356,US-2014-170224,21-Mar-20,,2.344,,,,,,,,2.808,,
2357,US-2014-170225,22-Mar-20,,2.344,,,,,,,,2.808,,
2358,US-2014-170226,23-Mar-20,,2.344,,,,,,,,2.808,,
2359,US-2014-170227,24-Mar-20,,2.344,,,,,,,,2.808,,
2360,US-2014-170228,25-Mar-20,,2.344,,,,,,,,2.808,,
2361,US-2014-170229,26-Mar-20,,2.344,,,,,,,,2.808,,
2362,US-2014-170230,27-Mar-20,,2.344,,,,,,,,2.808,,
2363,US-2014-170231,28-Mar-20,,2.344,,,,,,,,2.808,,
2364,US-2014-170232,29-Mar-20,,2.344,,,,,,,,2.808,,
2365,US-2014-170233,30-Mar-20,,2.344,,,,,,,,2.808,,
2366,US-2014-170234,31-Mar-20,,2.344,,,,,,,,2.808,,
2367,US-2014-170235,1-Apr-20,,2.344,,,,,,,,2.808,,
2368,US-2014-170236,2-Apr-20,,2.344,,,,,,,,2.808,,
2369,US-2014-170237,3-Apr-20,,2.344,,,,,,,,2.808,,
2370,US-2014-170238,4-Apr-20,,2.344,,,,,,,,2.808,,
2371,US-2014-170239,5-Apr-20,,2.344,,,,,,,,2.808,,
2372,US-2014-170240,6-Apr-20,,2.344,,,,,,,,2.808,,
2373,US-2014-170241,7-Apr-20,,2.344,,,,,,,,2.808,,
2374,US-2014-170242,8-Apr-20,,2.344,,,,,,,,2.808,,
2375,US-2014-170243,9-Apr-20,,2.344,,,,,,,,2.808,,
2376,US-2014-170244,10-Apr-20,,2.344,,,,,,,,2.808,,
2377,US-2014-170245,11-Apr-20,,2.344,,,,,,,,2.808,,
2378,US-2014-170246,12-Apr-20,,2.344,,,,,,,,2.808,,
2379,US-2014-170247,13-Apr-20,,2.344,,,,,,,,2.808,,
2380,US-2014-170248,14-Apr-20,,2.344,,,,,,,,2.808,,
2381,US-2014-170249,15-Apr-20,,2.344,,,,,,,,2.808,,
2382,US-2014-170250,16-Apr-20,,2.344,,,,,,,,2.808,,
2383,US-2014-170251,17-Apr-20,,2.344,,,,,,,,2.808,,
2384,US-2014-170252,18-Apr-20,,2.344,,,,,,,,2.808,,
2385,US-2014-170253,19-Apr-20,,2.344,,,,,,,,2.808,,
2386,US-2014-170254,20-Apr-20,,2.344,,,,,,,,2.808,,
2387,US-2014-170255,21-Apr-20,,2.344,,,,,,,,2.808,,
2388,US-2014-170256,22-Apr-20,,2.344,,,,,,,,2.808,,
2389,US-2014-170257,23-Apr-20,,2.344,,,,,,,,2.808,,
2390,US-2014-170258,24-Apr-20,,2.344,,,,,,,,2.808,,
2391,US-2014-170259,25-Apr-20,,2.344,,,,,,,,2.808,,
2392,US-2014-170260,26-Apr-20,,2.344,,,,,,,,2.808,,
2393,US-2014-170261,27-Apr-20,,2.344,,,,,,,,2.808,,
2394,US-2014-170262,28-Apr-20,,2.344,,,,,,,,2.808,,
2395,US-2014-170263,29-Apr-20,,2.344,,,,,,,,2.808,,
2396,US-2014-170264,30-Apr-20,,2.344,,,,,,,,2.808,,
2397,US-2014-170265,1-May-20,,2.344,,,,,,,,2.808,,
2398,US-2014-170266,2-May-20,,2.344,,,,,,,,2.808,,
2399,US-2014-170267,3-May-20,,2.344,,,,,,,,2.808,,
2400,US-2014-170268,4-May-20,,2.344,,,,,,,,2.808,,
2401,US-2014-170269,5-May-20,,2.344,,,,,,,,2.808,,
2402,US-2014-170270,6-May-20,,2.344,,,,,,,,2.808,,
2403,US-2014-170271,7-May-20,,2.344,,,,,,,,2.808,,
2404,US-2014-170272,8-May-20,,2.344,,,,,,,,2.808,,
2405,US-2014-170273,9-May-20,,2.344,,,,,,,,2.808,,
2406,US-2014-170274,10-May-20,,2.344,,,,,,,,2.808,,
2407,US-2014-170275,11-May-20,,2.344,,,,,,,,2.808,,
2408,US-2014-170276,12-May-20,,2.344,,,,,,,,2.808,,
2409,US-2014-170277,13-May-20,,2.344,,,,,,,,2.808,,
2410,US-2014-170278,14-May-20,,2.344,,,,,,,,2.808,,
2411,US-2014-170279,15-May-20,,2.344,,,,,,,,2.808,,
2412,US-2014-170280,16-May-20,,2.344,,,,,,,,2.808,,
2413,US-2014-170281,17-May-20,,2.344,,,,,,,,2.808,,
2414,US-2014-170282,18-May-20,,2.344,,,,,,,,2.808,,
2415,US-2014-170283,19-May-20,,2.344,,,,,,,,2.808,,
2416,US-2014-170284,20-May-20,,2.344,,,,,,,,2.808,,
2417,US-2014-170285,21-May-20,,2.344,,,,,,,,2.808,,
2418,US-2014-170286,22-May-20,,2.344,,,,,,,,2.808,,
2419,US-2014-170287,23-May-20,,2.344,,,,,,,,2.808,,
2420,US-2014-170288,24-May-20,,2.344,,,,,,,,2.808,,
2421,US-2014-170289,25-May-20,,2.344,,,,,,,,2.808,,
2422,US-2014-170290,26-May-20,,2.344,,,,,,,,2.808,,
2423,US-2014-170291,27-May-20,,2.344,,,,,,,,2.808,,
2424,US-2014-170292,28-May-20,,2.344,,,,,,,,2.808,,
2425,US-2014-170293,29-May-20,,2.344,,,,,,,,2.808,,
2426,US-2014-170294,30-May-20,,2.344,,,,,,,,2.808,,
2427,US-2014-170295,31-May-20,,2.344,,,,,,,,2.808,,
2428,US-2014-170296,1-Jun-20,,2.344,,,,,,,,2.808,,
2429,US-2014-170297,2-Jun-20,,2.344,,,,,,,,2.808,,
2430,US-2014-170298,3-Jun-20,,2.344,,,,,,,,2.808,,
2431,US-2014-170299,4-Jun-20,,2.344,,,,,,,,2.808,,
2432,US-2014-170300,5-Jun-20,,2.344,,,,,,,,2.808,,
2433,US-2014-170301,6-Jun-20,,2.344,,,,,,,,2.808,,
2434,US-2014-170302,7-Jun-20,,2.344,,,,,,,,2.808,,
2435,US-2014-170303,8-Jun-20,,2.344,,,,,,,,2.808,,
2436,US-2014-170304,9-Jun-20,,2.344,,,,,,,,2.808,,
2437,US-2014-170305,10-Jun-20,,2.344,,,,,,,,2.808,,
2438,US-2014-170306,11-Jun-20,,2.344,,,,,,,,2.808,,
2439,US-2014-170307,12-Jun-20,,2.344,,,,,,,,2.808,,
2440,US-2014-170308,13-Jun-20,,2.344,,,,,,,,2.808,,
2441,US-2014-170309,14-Jun-20,,2.344,,,,,,,,2.808,,
2442,US-2014-170310,15-Jun-20,,2.344,,,,,,,,2.808,,
2443,US-2014-170311,16-Jun-20,,2.344,,,,,,,,2.808,,
2444,US-2014-170312,17-Jun-20,,2.344,,,,,,,,2.808,,
2445,US-2014-170313,18-Jun-20,,2.344,,,,,,,,2.808,,
2446,US-2014-170314,19-Jun-20,,2.344,,,,,,,,2.808,,
2447,US-2014-170315,20-Jun-20,,2.344,,,,,,,,2.808,,
2448,US-2014-170316,21-Jun-20,,2.344,,,,,,,,2.808,,
2449,US-2014-170317,22-Jun-20,,2.344,,,,,,,,2.808,,
2450,US-2014-170318,23-Jun-20,,2.344,,,,,,,,2.808,,
2451,US-2014-170319,24-Jun-20,,2.344,,,,,,,,2.808,,
2452,US-2014-170320,25-Jun-20,,2.344,,,,,,,,2.808,,
2453,US-2014-170321,26-Jun-20,,2.344,,,,,,,,2.808,,
2454,US-2014-170322,27-Jun-20,,2.344,,,,,,,,2.808,,
2455,US-2014-170323,28-Jun-20,,2.344,,,,,,,,2.808,,
2456,US-2014-170324,29-Jun-20,,2.344,,,,,,,,2.808,,
2457,US-2014-170325,30-Jun-20,,2.344,,,,,,,,2.808,,
2458,US-2014-170326,1-Jul-20,,2.344,,,,,,,,2.808,,
2459,US-2014-170327,2-Jul-20,,2.344,,,,,,,,2.808,,
2460,US-2014-170328,3-Jul-20,,2.344,,,,,,,,2.808,,
2461,US-2014-170329,4-Jul-20,,2.344,,,,,,,,2.808,,
2462,US-2014-170330,5-Jul-20,,2.344,,,,,,,,2.808,,
2463,US-2014-170331,6-Jul-20,,2.344,,,,,,,,2.808,,
2464,US-2014-170332,7-Jul-20,,2.344,,,,,,,,2.808,,
2465,US-2014-170333,8-Jul-20,,2.344,,,,,,,,2.808,,
2466,US-2014-170334,9-Jul-20,,2.344,,,,,,,,2.808,,
2467,US-2014-170335,10-Jul-20,,2.344,,,,,,,,2.808,,
2468,US-2014-170336,11-Jul-20,,2.344,,,,,,,,2.808,,
2469,US-2014-170337,12-Jul-20,,2.344,,,,,,,,2.808,,
2470,US-2014-170338,13-Jul-20,,2.344,,,,,,,,2.808,,
2471,US-2014-170339,14-Jul-20,,2.344,,,,,,,,2.808,,
2472,US-2014-170340,15-Jul-20,,2.344,,,,,,,,2.808,,
2473,US-2014-170341,16-Jul-20,,2.344,,,,,,,,2.808,,
2474,US-2014-170342,17-Jul-20,,2.344,,,,,,,,2.808,,
2475,US-2014-170343,18-Jul-20,,2.344,,,,,,,,2.808,,
2476,US-2014-170344,19-Jul-20,,2.344,,,,,,,,2.808,,
2477,US-2014-170345,20-Jul-20,,2.344,,,,,,,,2.808,,
2478,US-2014-170346,21-Jul-20,,2.344,,,,,,,,2.808,,
2479,US-2014-170347,22-Jul-20,,2.344,,,,,,,,2.808,,
2480,US-2014-170348,23-Jul-20,,2.344,,,,,,,,2.808,,
2481,US-2014-170349,24-Jul-20,,2.344,,,,,,,,2.808,,
2482,US-2014-170350,25-Jul-20,,2.344,,,,,,,,2.808,,
2483,US-2014-170351,26-Jul-20,,2.344,,,,,,,,2.808,,
2484,US-2014-170352,27-Jul-20,,2.344,,,,,,,,2.808,,
2485,US-2014-170353,28-Jul-20,,2.344,,,,,,,,2.808,,
2486,US-2014-170354,29-Jul-20,,2.344,,,,,,,,2.808,,
2487,US-2014-170355,30-Jul-20,,2.344,,,,,,,,2.808,,
2488,US-2014-170356,31-Jul-20,,2.344,,,,,,,,2.808,,
2489,US-2014-170357,1-Aug-20,,2.344,,,,,,,,2.808,,
2490,US-2014-170358,2-Aug-20,,2.344,,,,,,,,2.808,,
2491,US-2014-170359,3-Aug-20,,2.344,,,,,,,,2.808,,
2492,US-2014-170360,4-Aug-20,,2.344,,,,,,,,2.808,,
2493,US-2014-170361,5-Aug-20,,2.344,,,,,,,,2.808,,
2494,US-2014-170362,6-Aug-20,,2.344,,,,,,,,2.808,,
2495,US-2014-170363,7-Aug-20,,2.344,,,,,,,,2.808,,
2496,US-2014-170364,8-Aug-20,,2.344,,,,,,,,2.808,,
2497,US-2014-170365,9-Aug-20,,2.344,,,,,,,,2.808,,
2498,US-2014-170366,10-Aug-20,,2.344,,,,,,,,2.808,,
2499,US-2014-170367,11-Aug-20,,2.344,,,,,,,,2.808,,
2500,US-2014-170368,12-Aug-20,,2.344,,,,,,,,2.808,,
2501,US-2014-170369,13-Aug-20,,2.344,,,,,,,,2.808,,
2502,US-2014-170370,14-Aug-20,,2.344,,,,,,,,2.808,,
2503,US-2014-170371,15-Aug-20,,2.344,,,,,,,,2.808,,
2504,US-2014-170372,16-Aug-20,,2.344,,,,,,,,2.808,,
2505,US-2014-170373,17-Aug-20,,2.344,,,,,,,,2.808,,
2506,US-2014-170374,18-Aug-20,,2.344,,,,,,,,2.808,,
2507,US-2014-170375,19-Aug-20,,2.344,,,,,,,,2.808,,
2508,US-2014-170376,20-Aug-20,,2.344,,,,,,,,2.808,,
2509,US-2014-170377,21-Aug-20,,2.344,,,,,,,,2.808,,
2510,US-2014-170378,22-Aug-20,,2.344,,,,,,,,2.808,,
2511,US-2014-170379,23-Aug-20,,2.344,,,,,,,,2.808,,
2512,US-2014-170380,24-Aug-20,,2.344,,,,,,,,2.808,,
2513,US-2014-170381,25-Aug-20,,2.344,,,,,,,,2.808,,
2514,US-2014-170382,26-Aug-20,,2.344,,,,,,,,2.808,,
2515,US-2014-170383,27-Aug-20,,2.344,,,,,,,,2.808,,
2516,US-2014-170384,28-Aug-20,,2.344,,,,,,,,2.808,,
2517,US-2014-170385,29-Aug-20,,2.344,,,,,,,,2.808,,
2518,US-2014-170386,30-Aug-20,,2.344,,,,,,,,2.808,,
2519,US-2014-170387,31-Aug-20,,2.344,,,,,,,,2.808,,
2520,US-2014-170388,1-Sep-20,,2.344,,,,,,,,2.808,,
2521,US-2014-170389,2-Sep-20,,2.344,,,,,,,,2.808,,
2522,US-2014-170390,3-Sep-20,,2.344,,,,,,,,2.808,,
2523,US-2014-170391,4-Sep-20,,2.344,,,,,,,,2.808,,
2524,US-2014-170392,5-Sep-20,,2.344,,,,,,,,2.808,,
2525,US-2014-170393,6-Sep-20,,2.344,,,,,,,,2.808,,
2526,US-2014-170394,7-Sep-20,,2.344,,,,,,,,2.808,,
2527,US-2014-170395,8-Sep-20,,2.344,,,,,,,,2.808,,
2528,US-2014-170396,9-Sep-20,,2.344,,,,,,,,2.808,,
2529,US-2014-170397,10-Sep-20,,2.344,,,,,,,,2.808,,
2530,US-2014-170398,11-Sep-20,,2.344,,,,,,,,2.808,,
2531,US-2014-170399,12-Sep-20,,2.344,,,,,,,,2.808,,
2532,US-2014-170400,13-Sep-20,,2.344,,,,,,,,2.808,,
2533,US-2014-170401,14-Sep-20,,2.344,,,,,,,,2.808,,
2534,US-2014-170402,15-Sep-20,,2.344,,,,,,,,2.808,,
2535,US-2014-170403,16-Sep-20,,2.344,,,,,,,,2.808,,
2536,US-2014-170404,17-Sep-20,,2.344,,,,,,,,2.808,,
2537,US-2014-170405,18-Sep-20,,2.344,,,,,,,,2.808,,
2538,US-2014-170406,19-Sep-20,,2.344,,,,,,,,2.808,,
2539,US-2014-170407,20-Sep-20,,2.344,,,,,,,,2.808,,
2540,US-2014-170408,21-Sep-20,,2.344,,,,,,,,2.808,,
2541,US-2014-170409,22-Sep-20,,2.344,,,,,,,,2.808,,
2542,US-2014-170410,23-Sep-20,,2.344,,,,,,,,2.808,,
2543,US-2014-170411,24-Sep-20,,2.344,,,,,,,,2.808,,
2544,US-2014-170412,25-Sep-20,,2.344,,,,,,,,2.808,,
2545,US-2014-170413,26-Sep-20,,2.344,,,,,,,,2.808,,
2546,US-2014-170414,27-Sep-20,,2.344,,,,,,,,2.808,,
2547,US-2014-170415,28-Sep-20,,2.344,,,,,,,,2.808,,
2548,US-2014-170416,29-Sep-20,,2.344,,,,,,,,2.808,,
2549,US-2014-170417,30-Sep-20,,2.344,,,,,,,,2.808,,
2550,US-2014-170418,1-Oct-20,,2.344,,,,,,,,2.808,,
2551,US-2014-170419,2-Oct-20,,2.344,,,,,,,,2.808,,
2552,US-2014-170420,3-Oct-20,,2.344,,,,,,,,2.808,,
2553,US-2014-170421,4-Oct-20,,2.344,,,,,,,,2.808,,
2554,US-2014-170422,5-Oct-20,,2.344,,,,,,,,2.808,,
2555,US-2014-170423,6-Oct-20,,2.344,,,,,,,,2.808,,
2556,US-2014-170424,7-Oct-20,,2.344,,,,,,,,2.808,,
2557,US-2014-170425,8-Oct-20,,2.344,,,,,,,,2.808,,
2558,US-2014-170426,9-Oct-20,,2.344,,,,,,,,2.808,,
2559,US-2014-170427,10-Oct-20,,2.344,,,,,,,,2.808,,
2560,US-2014-170428,11-Oct-20,,2.344,,,,,,,,2.808,,
2561,US-2014-170429,12-Oct-20,,2.344,,,,,,,,2.808,,
2562,US-2014-170430,13-Oct-20,,2.344,,,,,,,,2.808,,
2563,US-2014-170431,14-Oct-20,,2.344,,,,,,,,2.808,,
2564,US-2014-170432,15-Oct-20,,2.344,,,,,,,,2.808,,
2565,US-2014-170433,16-Oct-20,,2.344,,,,,,,,2.808,,
2566,US-2014-170434,17-Oct-20,,2.344,,,,,,,,2.808,,
2567,US-2014-170435,18-Oct-20,,2.344,,,,,,,,2.808,,
2568,US-2014-170436,19-Oct-20,,2.344,,,,,,,,2.808,,
2569,US-2014-170437,20-Oct-20,,2.344,,,,,,,,2.808,,
2570,US-2014-170438,21-Oct-20,,2.344,,,,,,,,2.808,,
2571,US-2014-170439,22-Oct-20,,2.344,,,,,,,,2.808,,
2572,US-2014-170440,23-Oct-20,,2.344,,,,,,,,2.808,,
2573,US-2014-170441,24-Oct-20,,2.344,,,,,,,,2.808,,
2574,US-2014-170442,25-Oct-20,,2.344,,,,,,,,2.808,,
2575,US-2014-170443,26-Oct-20,,2.344,,,,,,,,2.808,,
2576,US-2014-170444,27-Oct-20,,2.344,,,,,,,,2.808,,
2577,US-2014-170445,28-Oct-20,,2.344,,,,,,,,2.808,,
2578,US-2014-170446,29-Oct-20,,2.344,,,,,,,,2.808,,
2579,US-2014-170447,30-Oct-20,,2.344,,,,,,,,2.808,,
2580,US-2014-170448,31-Oct-20,,2.344,,,,,,,,2.808,,
2581,US-2014-170449,1-Nov-20,,2.344,,,,,,,,2.808,,
2582,US-2014-170450,2-Nov-20,,2.344,,,,,,,,2.808,,
2583,US-2014-170451,3-Nov-20,,2.344,,,,,,,,2.808,,
2584,US-2014-170452,4-Nov-20,,2.344,,,,,,,,2.808,,
2585,US-2014-170453,5-Nov-20,,2.344,,,,,,,,2.808,,
2586,US-2014-170454,6-Nov-20,,2.344,,,,,,,,2.808,,
2587,US-2014-170455,7-Nov-20,,2.344,,,,,,,,2.808,,
2588,US-2014-170456,8-Nov-20,,2.344,,,,,,,,2.808,,
2589,US-2014-170457,9-Nov-20,,2.344,,,,,,,,2.808,,
2590,US-2014-170458,10-Nov-20,,2.344,,,,,,,,2.808,,
2591,US-2014-170459,11-Nov-20,,2.344,,,,,,,,2.808,,
2592,US-2014-170460,12-Nov-20,,2.344,,,,,,,,2.808,,
2593,US-2014-170461,13-Nov-20,,2.344,,,,,,,,2.808,,
2594,US-2014-170462,14-Nov-20,,2.344,,,,,,,,2.808,,
2595,US-2014-170463,15-Nov-20,,2.344,,,,,,,,2.808,,
2596,US-2014-170464,16-Nov-20,,2.344,,,,,,,,2.808,,
2597,US-2014-170465,17-Nov-20,,2.344,,,,,,,,2.808,,
2598,US-2014-170466,18-Nov-20,,2.344,,,,,,,,2.808,,
2599,US-2014-170467,19-Nov-20,,2.344,,,,,,,,2.808,,
2600,US-2014-170468,20-Nov-20,,2.344,,,,,,,,2.808,,
2601,US-2014-170469,21-Nov-20,,2.344,,,,,,,,2.808,,
2602,US-2014-170470,22-Nov-20,,2.344,,,,,,,,2.808,,
2603,US-2014-170471,23-Nov-20,,2.344,,,,,,,,2.808,,
2604,US-2014-170472,24-Nov-20,,2.344,,,,,,,,2.808,,
2605,US-2014-170473,25-Nov-20,,2.344,,,,,,,,2.808,,
2606,US-2014-170474,26-Nov-20,,2.344,,,,,,,,2.808,,
2607,US-2014-170475,27-Nov-20,,2.344,,,,,,,,2.808,,
2608,US-2014-170476,28-Nov-20,,2.344,,,,,,,,2.808,,
2609,US-2014-170477,29-Nov-20,,2.344,,,,,,,,2.808,,
2610,US-2014-170478,30-Nov-20,,2.344,,,,,,,,2.808,,
2611,US-2014-170479,1-Dec-20,,2.344,,,,,,,,2.808,,
2612,US-2014-170480,2-Dec-20,,2.344,,,,,,,,2.808,,
2613,US-2014-170481,3-Dec-20,,2.344,,,,,,,,2.808,,
2614,US-2014-170482,4-Dec-20,,2.344,,,,,,,,2.808,,
2615,US-2014-170483,5-Dec-20,,2.344,,,,,,,,2.808,,
2616,US-2014-170484,6-Dec-20,,2.344,,,,,,,,2.808,,
2617,US-2014-170485,7-Dec-20,,2.344,,,,,,,,2.808,,
2618,US-2014-170486,8-Dec-20,,2.344,,,,,,,,2.808,,
2619,US-2014-170487,9-Dec-20,,2.344,,,,,,,,2.808,,
2620,US-2014-170488,10-Dec-20,,2.344,,,,,,,,2.808,,
2621,US-2014-170489,11-Dec-20,,2.344,,,,,,,,2.808,,
2622,US-2014-170490,12-Dec-20,,2.344,,,,,,,,2.808,,
2623,US-2014-170491,13-Dec-20,,2.344,,,,,,,,2.808,,
2624,US-2014-170492,14-Dec-20,,2.344,,,,,,,,2.808,,
2625,US-2014-170493,15-Dec-20,,2.344,,,,,,,,2.808,,
2626,US-2014-170494,16-Dec-20,,2.344,,,,,,,,2.808,,
2627,US-2014-170495,17-Dec-20,,2.344,,,,,,,,2.808,,
2628,US-2014-170496,18-Dec-20,,2.344,,,,,,,,2.808,,
2629,US-2014-170497,19-Dec-20,,2.344,,,,,,,,2.808,,
2630,US-2014-170498,20-Dec-20,,2.344,,,,,,,,2.808,,
2631,US-2014-170499,21-Dec-20,,2.344,,,,,,,,2.808,,
2632,US-2014-170500,22-Dec-20,,2.344,,,,,,,,2.808,,
2633,US-2014-170501,23-Dec-20,,2.344,,,,,,,,2.808,,
2634,US-2014-170502,24-Dec-20,,2.344,,,,,,,,2.808,,
2635,US-2014-170503,25-Dec-20,,2.344,,,,,,,,2.808,,
2636,US-2014-170504,26-Dec-20,,2.344,,,,,,,,2.808,,
2637,US-2014-170505,27-Dec-20,,2.344,,,,,,,,2.808,,
2638,US-2014-170506,28-Dec-20,,2.344,,,,,,,,2.808,,
2639,US-2014-170507,29-Dec-20,,2.344,,,,,,,,2.808,,
2640,US-2014-170508,30-Dec-20,,2.344,,,,,,,,2.808,,
2641,US-2014-170509,31-Dec-20,,2.344,,,,,,,,2.808,,
2642,US-2014-170510,1-Jan-21,,2.344,,,,,,,,2.808,,
2643,US-2014-170511,2-Jan-21,,2.344,,,,,,,,2.808,,
2644,US-2014-170512,3-Jan-21,,2.344,,,,,,,,2.808,,
2645,US-2014-170513,4-Jan-21,,2.344,,,,,,,,2.808,,
2646,US-2014-170514,5-Jan-21,,2.344,,,,,,,,2.808,,
2647,US-2014-170515,6-Jan-21,,2.344,,,,,,,,2.808,,
2648,US-2014-170516,7-Jan-21,,2.344,,,,,,,,2.808,,
2649,US-2014-170517,8-Jan-21,,2.344,,,,,,,,2.808,,
2650,US-2014-170518,9-Jan-21,,2.344,,,,,,,,2.808,,
2651,US-2014-170519,10-Jan-21,,2.344,,,,,,,,2.808,,
2652,US-2014-170520,11-Jan-21,,2.344,,,,,,,,2.808,,
2653,US-2014-170521,12-Jan-21,,2.344,,,,,,,,2.808,,
2654,US-2014-170522,13-Jan-21,,2.344,,,,,,,,2.808,,
2655,US-2014-170523,14-Jan-21,,2.344,,,,,,,,2.808,,
2656,US-2014-170524,15-Jan-21,,2.344,,,,,,,,2.808,,
2657,US-2014-170525,16-Jan-21,,2.344,,,,,,,,2.808,,
2658,US-2014-170526,17-Jan-21,,2.344,,,,,,,,2.808,,
2659,US-2014-170527,18-Jan-21,,2.344,,,,,,,,2.808,,
2660,US-2014-170528,19-Jan-21,,2.344,,,,,,,,2.808,,
2661,US-2014-170529,20-Jan-21,,2.344,,,,,,,,2.808,,
2662,US-2014-170530,21-Jan-21,,2.344,,,,,,,,2.808,,
2663,US-2014-170531,22-Jan-21,,2.344,,,,,,,,2.808,,
2664,US-2014-170532,23-Jan-21,,2.344,,,,,,,,2.808,,
2665,US-2014-170533,24-Jan-21,,2.344,,,,,,,,2.808,,
2666,US-2014-170534,25-Jan-21,,2.344,,,,,,,,2.808,,
2667,US-2014-170535,26-Jan-21,,2.344,,,,,,,,2.808,,
2668,US-2014-170536,27-Jan-21,,2.344,,,,,,,,2.808,,
2669,US-2014-170537,28-Jan-21,,2.344,,,,,,,,2.808,,
2670,US-2014-170538,29-Jan-21,,2.344,,,,,,,,2.808,,
2671,US-2014-170539,30-Jan-21,,2.344,,,,,,,,2.808,,
2672,US-2014-170540,31-Jan-21,,2.344,,,,,,,,2.808,,
2673,US-2014-170541,1-Feb-21,,2.344,,,,,,,,2.808,,
2674,US-2014-170542,2-Feb-21,,2.344,,,,,,,,2.808,,
2675,US-2014-170543,3-Feb-21,,2.344,,,,,,,,2.808,,
2676,US-2014-170544,4-Feb-21,,2.344,,,,,,,,2.808,,
2677,US-2014-170545,5-Feb-21,,2.344,,,,,,,,2.808,,
2678,US-2014-170546,6-Feb-21,,2.344,,,,,,,,2.808,,
2679,US-2014-170547,7-Feb-21,,2.344,,,,,,,,2.808,,
2680,US-2014-170548,8-Feb-21,,2.344,,,,,,,,2.808,,
2681,US-2014-170549,9-Feb-21,,2.344,,,,,,,,2.808,,
2682,US-2014-170550,10-Feb-21,,2.344,,,,,,,,2.808,,
2683,US-2014-170551,11-Feb-21,,2.344,,,,,,,,2.808,,
2684,US-2014-170552,12-Feb-21,,2.344,,,,,,,,2.808,,
2685,US-2014-170553,13-Feb-21,,2.344,,,,,,,,2.808,,
2686,US-2014-170554,14-Feb-21,,2.344,,,,,,,,2.808,,
2687,US-2014-170555,15-Feb-21,,2.344,,,,,,,,2.808,,
2688,US-2014-170556,16-Feb-21,,2.344,,,,,,,,2.808,,
2689,US-2014-170557,17-Feb-21,,2.344,,,,,,,,2.808,,
2690,US-2014-170558,18-Feb-21,,2.344,,,,,,,,2.808,,
2691,US-2014-170559,19-Feb-21,,2.344,,,,,,,,2.808,,
2692,US-2014-170560,20-Feb-21,,2.344,,,,,,,,2.808,,
2693,US-2014-170561,21-Feb-21,,2.344,,,,,,,,2.808,,
2694,US-2014-170562,22-Feb-21,,2.344,,,,,,,,2.808,,
2695,US-2014-170563,23-Feb-21,,2.344,,,,,,,,2.808,,
2696,US-2014-170564,24-Feb-21,,2.344,,,,,,,,2.808,,
2697,US-2014-170565,25-Feb-21,,2.344,,,,,,,,2.808,,
2698,US-2014-170566,26-Feb-21,,2.344,,,,,,,,2.808,,
2699,US-2014-170567,27-Feb-21,,2.344,,,,,,,,2.808,,
2700,US-2014-170568,28-Feb-21,,2.344,,,,,,,,2.808,,
2701,US-2014-170569,1-Mar-21,,2.344,,,,,,,,2.808,,
2702,US-2014-170570,2-Mar-21,,2.344,,,,,,,,2.808,,
2703,US-2014-170571,3-Mar-21,,2.344,,,,,,,,2.808,,
2704,US-2014-170572,4-Mar-21,,2.344,,,,,,,,2.808,,
2705,US-2014-170573,5-Mar-21,,2.344,,,,,,,,2.808,,
2706,US-2014-170574,6-Mar-21,,2.344,,,,,,,,2.808,,
2707,US-2014-170575,7-Mar-21,,2.344,,,,,,,,2.808,,
2708,US-2014-170576,8-Mar-21,,2.344,,,,,,,,2.808,,
2709,US-2014-170577,9-Mar-21,,2.344,,,,,,,,2.808,,
2710,US-2014-170578,10-Mar-21,,2.344,,,,,,,,2.808,,
2711,US-2014-170579,11-Mar-21,,2.344,,,,,,,,2.808,,
2712,US-2014-170580,12-Mar-21,,2.344,,,,,,,,2.808,,
2713,US-2014-170581,13-Mar-21,,2.344,,,,,,,,2.808,,
2714,US-2014-170582,14-Mar-21,,2.344,,,,,,,,2.808,,
2715,US-2014-170583,15-Mar-21,,2.344,,,,,,,,2.808,,
2716,US-2014-170584,16-Mar-21,,2.344,,,,,,,,2.808,,
2717,US-2014-170585,17-Mar-21,,2.344,,,,,,,,2.808,,
2718,US-2014-170586,18-Mar-21,,2.344,,,,,,,,2.808,,
2719,US-2014-170587,19-Mar-21,,2.344,,,,,,,,2.808,,
2720,US-2014-170588,20-Mar-21,,2.344,,,,,,,,2.808,,
2721,US-2014-170589,21-Mar-21,,2.344,,,,,,,,2.808,,
